activity_id	activity_name	activity_url	activty_dates	activity_times	activty_place	activity_district	activity_address	activity_description
116	El Rosedal	https://disfrutemosba.buenosaires.gob.ar/lugares/el-rosedal	{'Viernes', 'Domingo', 'Miercoles', 'Martes', 'Sabado', 'Jueves'}	{'08:00 a 20:00'}	Parques y Plazas	Palermo	Buenos Aires, CABA, Argentina	En la naturaleza se esconde la magia de la creacion. En ella podemos hallar los elementos mas variados para reconfortar nuestra vista en la apreciacion de colores y texturas, como por ejemplo el rosal, un tipo de arbusto espinoso y florido que pertenece a la familia de las rosaceas. Su flor es la insignia de cualquier jardin preciado y el deleite de los jardineros. En la Ciudad hay espacios naturales que las conservan con especial cuidado y atencion para el gusto de los vecinos y turistas, nacionales e internacionales; y el Rosedal de Palermo es, sin dudas, su maximo exponente. El tradicional parque porteno esta ubicado en el barrio de Palermo, integrante del conjunto llamado Parque Tres de Febrero; es poseedor de 18 mil rosales, un puente griego, un patio andaluz y 26 bustos de poetas. Los terrenos en los que se descubre este precioso bien paisajistico pertenecieron a Juan Manuel de Rosas, al que una vez caido en la Batalla de Caseros le fueron confiscados. Con el tiempo, Carlos Thays pensaria y diagramaria en estos terrenos el Parque Tres de Febrero. Mas tarde, su discipulo Benito Carrasco asumiria la Direccion de Paseos de la Ciudad, antes presidida por Thays, y concluiria la obra terminando el famoso puente helenico, el templete y la pergola. A pocos metros, el Paseo de los Poetas es un espacio donde se rinde un sentido homenaje a grandes poetas y escritores. Esta escoltado por 26 bustos, entre los que destacan los de Jorge Luis Borges, Dante Alighieri, Miguel de Cervantes, Jose Marti, Ruben Dario, Miguel Hernandez y Miguel Angel Asturias. En este bello contexto, donde se fusionan lo natural y lo cultural, se puede disfrutar de la delicada propuesta musical del ciclo Musica en el Rosedal, que se lleva a cabo todos los fines de semana. Una oportunidad constante de redescubrir la Ciudad, en la que siempre hay algo para hacer.
117	Monumento a Osvaldo Pugliese	https://disfrutemosba.buenosaires.gob.ar/lugares/monumento-a-osvaldo-pugliese	{'Lunes', 'Viernes', 'Domingo', 'Miercoles', 'Martes', 'Sabado', 'Jueves'}	{'00:00 a 12:00'}	Monumentos	Villa Crespo	Av. Corrientes & Raul Scalabrini Ortiz, Buenos Aires, Argentina	El pianista y compositor Osvaldo Pugliese es un personaje indisociable de la identidad de Villa Crespo y sus calles. Nacido en el ano 1905, la formacion musical del compositor y sus primeras presentaciones se hallan ligadas intimamente al barrio en el que vivio durante toda su vida: fue en el Conservatorio Odeon, ubicado en la calle Corrientes, donde el joven Pugliese descubrio su pasion por el piano, y en el emblematico cafe La Chancha donde realizo su debut con apenas quince anos. Su nombre tambien es evocado como sinonimo de militancia politica: afiliado al Partido Comunista, Pugliese creo la sociedad de musicos argentinos, fue cofundador del sindicato de musicos populares y lidero la primera huelga de cabarets en 1935. La orquesta que lideraba se caracterizo por afirmar un modelo de organizacion basado en el cooperativismo, poniendo en crisis la figura del director-empresario. A su vez, la reivindicacion de Pugliese por la cultura popular lo enfrento en diversas oportunidades a la invasion de las industrias del entretenimiento, las discograficas multinacionales y la politica cultural de la dictadura. Con los anos, Pugliese se ha convertido en un santo popular, una presencia sacra dispuesta a ser evocada cuando se impone la necesidad de conjurar la mufa. La fuerza huracanada de su produccion y su impetu desbocado resuenan en el ambito cultural a partir de un sintetico y estricto mantra que consiste en nombrarlo tres veces. Como todo santo, Pugliese recibe en el ano 2005 su altar, en la interseccion de las calles Corrientes y Scalabrini Ortiz. La escultura realizada por la artista Paula Franzi lo muestra sentado al piano junto a los historicos instrumentistas de su orquesta, todos ellos ubicados sobre una plataforma circular. Alli, en el corazon de Villa Crespo, la fuerza de uno de los musicos de tango mas importantes del pais se mantiene viva.
121	Congreso de la Nacion	https://disfrutemosba.buenosaires.gob.ar/lugares/congreso-de-la-nacion	NULL	NULL	Patrimonio	Montserrat	Av. Entre Rios, C1033 CABA, Argentina	Diseno, arquitectura y realizacion de un edificio de postal.Proyectado por el arquitecto italiano Victor Meano, el emblematico edificio del Congreso de la Nacion, de estilo grecorromano, ostenta proporciones severas pero elegantes. Su arquitectura conjuga tres corrientes: academicismo, eclecticismo y clasicismo, amalgama que refleja la condicion universal e inclusiva de su funcion, ya que representa el espiritu de todo un pueblo. La fastuosidad de sus formas armonizan con el perfil arquitectonico de Avenida de Mayo, cerrada en el extremo opuesto por otro icono republicano: la Casa Rosada. Inaugurado en 1906, recien en 1946 quedo definitivamente terminado. Cuenta con basamento de granito y esta integramente revestido en piedra caliza gris. La cupula otorga al conjunto un aspecto de magnificencia que el interior reivindica. Victor Meano interpreto fielmente la importancia que una legislatura tiene para la republica, rasgo plasmado fielmente en las escaleras internas que reflejan la titanica tarea que significo su construccion. Desde el primer descanso y merced al balcon circular puede advertirse la grandeza del espacio, sea que echemos el ojo hacia arriba o abajo, da lo mismo. No menos importante resulta la gran arana de bronce de dos toneladas que pende a sesenta metros de altura. Mencion aparte merece la cupula cuyos 65 metros sobre el Salon Azul, y a 85 del nivel de la calle donde se encuentra emplazado el edificio, la convierten en la mas grande de la Ciudad. Revestida en cobre y trabajada en marmol con rosetones en su interior, da caracter al conjunto. El enorme trabajo de ingenieria que demando su construccion se refleja en el basamento: cuatro pilares con una superficie total de 300 m2 de granito cuyas 30.000 toneladas descansan en otra cupula de piedra “al reves”, al modo de un gran cuenco gigante.
123	Casa Rosada	https://disfrutemosba.buenosaires.gob.ar/lugares/casa-rosada	{'Miercoles', 'Domingo', 'Sabado'}	{'10:00 a 18:00'}	Patrimonio	San Telmo	Balcarce 50, C1064 CABA, Argentina	Sede del poder ejecutivo de la Republica Argentina.Todos sabemos que el panteon ruboroso de Balcarce 50, sentado a la cabecera de la mitica Plaza de Mayo, es la casa que ha albergado durante mas de un siglo a los gobernantes del pais. Pero debajo de sus paredes asalmonadas, de sus explanadas y sus pisos de roble o de marmol, hay un solar que antes sostuvo al fuerte mas importante de Buenos Aires, en tiempos tan lejanos como el siglo XVI, y que luego fue residencia de los distintos virreyes que se sucedieron sobre estas tierras en la orbita de la corona espanola. Hoy, la Casa Rosada es no solo un emblema nacional, sino tambien un monumento vivo que abre sus puertas los fines de semana para que sus vecinos puedan adentrarse en su historia. Para este edificio, reformado, ampliado y reconstruido incontables veces, todo comenzo muy temprano, apenas 14 anos despues de la segunda fundacion de la Ciudad. En 1584, entonces, Fernando de Zarate manda levantar sobre el terreno –tan solo una zanja con terraplenes- una construccion amurallada de 120 metros de largo, con foso y puente levadizo, a metros de las barrancas que delimitaban la orilla del rio. Tuvieron que pasar cien anos para que se convirtiera en fuerte propiamente dicho, cuando se rehizo integramente en ladrillo y lucio murallas y bastiones que perduraron hasta su demolicion parcial, en 1850. Luego de restauraciones indicadas por Mitre y Sarmiento, el presidente Roca concreto la union mediante un arco del esplendoroso Palacio de Correos con la Casa de Gobierno, dando a la Casa Rosada su forma definitiva. En su interior habitan imponentes escaleras y esculturas, tapices franceses, muros y cielorrasos con motivos renacentistas y galerias con bustos y retratos de los heroes nacionales. Ademas, cuenta con un Museo que posee un acervo de varios miles de piezas de caracter historico y artistico que abarcan desde el periodo hispanico hasta los presidentes argentinos, y el agregado de un celebre mural de Alfredo Siqueiros encargado por Natalio Botana.
125	Parque Lezama	https://disfrutemosba.buenosaires.gob.ar/lugares/parque-lezama	{'Lunes', 'Viernes', 'Domingo', 'Miercoles', 'Martes', 'Sabado', 'Jueves'}	{'09:00 a 20:00'}	Parques y Plazas	San Telmo	Av. Brasil & Av. Paseo Colon, Buenos Aires, Argentina	Escenario del nacimiento de la Ciudad, deslumbra con sus fuentes, arboles y esculturas.
133	Escuela Taller del Casco Historico	https://disfrutemosba.buenosaires.gob.ar/lugares/escuela-taller-del-casco-historico	NULL	NULL	Taller de Oficios	San Telmo	Av. Brasil 200, C1063AAD CABA, Argentina	Creada en 2001 y ampliada en 2013, la Escuela Taller del Casco Historico esta orientada a la conservacion y restauracion de bienes culturales y a la produccion de objetos de elaboracion artesanal. A medida que restauran el patrimonio del Casco Historico, sus alumnos se capacitan en la confeccion de objetos en yeso, mobiliario de madera y instrumentos de cuerdas, ademas del desarrollo y resignificacion de la tecnica mural de esgrafiado, utilizacion de resina poliester para elaboracion de replicas y moldes, y practicas de albanileria de obra especializada en restauracion edilicia. Su objetivo pedagogico se desarrolla en los programas de ensenanza que aplican sus maestros en los talleres practicos. Dependiente de la Direccion General de Patrimonio, Museos y Casco Historico, esta coordinada por el Ingeniero Fernando E. Caniza y ofrece a sus aprendices incorporar criterios, tecnicas, esteticas y procesos de produccion y creacion, capacitacion calificada que brinda herramientas fundamentales para abrir caminos y para la inclusion personal y laboral. A traves de la practica, el objetivo es que sus alumnos incorporen y perfeccionen tecnicas vinculadas a la conservacion y restauracion del patrimonio edilicio, bienes culturales y arte publico contemporaneo. Nucleados en cinco ramas de orientacion los talleres apuntan a los siguientes oficios: Ornamentacion de frentes, plazas y jardines; Albanileria; Yeseria; Lutheria; Ornamentacion artistica; Ebanisteria; Decapado y lustre; y Esgrafiado y Tecnicas murales. Los maestros acumulan larga experiencia en estas actividades, transmitiendo y brindando al alumno su vasto conocimiento.
136	Parque Centenario	https://disfrutemosba.buenosaires.gob.ar/lugares/parque-centenario	NULL	NULL	Parques y Plazas	Caballito	Av. Diaz Velez, Buenos Aires, Argentina	El Parque Centenario, disenado por Carlos Thays, deslumbra con su gran lago. Con motivo de celebrar los cien anos de la Revolucion de Mayo, el famoso paisajista diseno este espacio en 1909. Sus terrenos, ubicados en el barrio porteno de Caballito, originalmente fueron propiedad de la familia Pinero.Uno de los principales atractivos del parque es un lago artificial donde conviven patos, tortugas y peces. Unas pequenas cascadas dan movimiento al agua en los extremos de este oasis, mientras fuentes y chorros de agua tambien lo adornan.Se dice que el diseno circular del parque se debe a que Thays se inspiro en el escudo nacional; los bulevares que rodean al circulo principal representarian a los laureles del escudo. Dentro de sus 12 hectareas, crece uno de los jardines mas bellos de la ciudad, con diferentes especies de arboles y flores. Las rosas, jazmines y primulas son las flores que mas habituales, aunque tambien se destacan las de los palos borrachos, tipas y ceibos.En el Parque Centenario, grandes y chicos muestran sus destrezas en la pista de skate. Una colorida calesita gira al ritmo de canciones de los idolos infantiles y los sectores de juegos esperan divertir a los ninos. Muchas personas leen bajo las arboledas, comen o simplemente disfrutan de la vista al lago.El espacio verde tambien cuenta con monumentos y esculturas que lo embellecen: la Victoria Alada, del italiano Eduardo Rubino; Madame Curie, de Santiago Parodi; y La Aurora, de Emilio Peinot.Otro de los encantos del parque es el Anfiteatro Eva Peron. Inaugurado en 1953, es sede de espectaculos musicales y de festivales como el BAFICI y Tango BA, entre otros eventos culturales. Dispone de 1620 butacas y una pantalla para proyecciones. Se puede ingresar al auditorio por Av. Lillo, esquina Leopoldo Marechal. Ademas, el Centenario alberga en su perimetro el observatorio de la Asociacion Amigos de la Astronomia y al Museo de Ciencias Naturales Bernardino Rivadavia, el cual atesora una completa coleccion de paleontologia.Los fines de semana y feriados, el Parque Centenario ofrece una posibilidad mas: se pueden ojear libros usados, comprar artesanias o simplemente recorrer los pasillos de las ferias que se emplazan a su alrededor.Este pulmon, ubicado en el centro geografico de la Ciudad, es un paseo con una multiplicidad de propuestas para disfrutar.Parque Centenario | Av. Diaz Velez y Angel Gallardo.Todos los dias | 8.30 a 18 h
137	Plaza General San Martin	https://disfrutemosba.buenosaires.gob.ar/lugares/plaza-general-san-martin	NULL	NULL	Parques y Plazas	Retiro	Buenos Aires, Argentina	Descomunal espacio verde que tributa al padre de la Patria.
139	Plaza 1° de Mayo	https://disfrutemosba.buenosaires.gob.ar/lugares/plaza-1-de-mayo	{'Lunes', 'Viernes', 'Domingo', 'Miercoles', 'Martes', 'Sabado', 'Jueves'}	{'08:00 a 20:00'}	Parques y Plazas	Balvanera	Av. Hipolito Yrigoyen 2200, C1089AAP CABA, Argentina	Historia y naturaleza de la Ciudad.
146	Palacio de los Bichos	https://disfrutemosba.buenosaires.gob.ar/lugares/palacio-de-los-bichos	NULL	NULL	Fachadas	Villa del Parque	Campana 3220, C1417ADB CABA, Argentina	El bucolico barrio de Villa del Parque tambien tiene su casa embrujada.
149	Parque La Isla	https://disfrutemosba.buenosaires.gob.ar/lugares/parque-la-isla	{'Lunes', 'Viernes', 'Domingo', 'Miercoles', 'Martes', 'Sabado', 'Jueves'}	{'00:00 a 23:59'}	Parques y Plazas	La Paternal	Buenos Aires, Argentina	Juegos de vanguardia y un paseo de mascotas en La Paternal.
155	Mirador Massue	https://disfrutemosba.buenosaires.gob.ar/lugares/mirador-massue	NULL	NULL	Fachadas	San Nicolas	Talcahuano 610, C1013 AAN, Buenos Aires, Argentina	NULL
159	Plaza Irlanda	https://disfrutemosba.buenosaires.gob.ar/lugares/plaza-irlanda	NULL	NULL	Parques y Plazas	Caballito	Av. Gaona, C1416 CABA, Argentina	NULL
163	Museo Nacional de Bellas Artes	https://disfrutemosba.buenosaires.gob.ar/lugares/museo-nacional-de-bellas-artes	NULL	NULL	Museos y Galerias	Recoleta	Av. del Libertador 1473, C1425AAA CABA, Argentina	NULL
165	Espacio Garcia	https://disfrutemosba.buenosaires.gob.ar/lugares/espacio-garcia	NULL	NULL	Gastronomia	Saavedra	Vidal 3801, C1429AHS CABA, Argentina	"Reciclada por sus duenos en un ano de arduo trabajo, esta antigua casona familiar en la esquina de Vidal y Garcia del Rio&nbsp;hoy es el hogar de un centro cultural con una cuidada propuesta gastronomica.&nbsp; En su planta inferior, se destaca un resto de amplios ventanales, que combina elementos de los viejos y tradicionales bares portenos con otros de arquitectura moderna, y un patio contiguo descubierto&nbsp;ideal para tertulias.&nbsp;En el primer piso, posee un salon que puede recibir medio centenar de personas, perfectamente acondicionado para ser la sede elegida para muestras, presentaciones, exposiciones, un teatro intimista o una sala de cine. Sus duenos son Ignacio Lombardi y Malena Sivak, una pareja de abogados que, sin dejar totalmente de lado su profesion, estan codo a codo trabajando para desarrollar su pasion por el arte.&nbsp;Asi, en muy poco tiempo, Espacio Garcia -un nombre que combina la afinidad natural por la Avenida en la que esta ubicado con el homenaje a Charly y a su musica- ya cuenta con una clientela propia y una variada propuesta de actividades en el corazon del barrio de Saavedra. Los martes, se lleva a cabo un ciclo de cine italiano clasico (al que se suma como propuesta la posibilidad de disfrutar tragos tipicos de esas tierras); los sabados, un taller de canto y expresion corporal para iniciados; y&nbsp;los jueves, la original&nbsp;propuesta inspirada en una experiencia similar que se realiza en Bolonia: se trata de ""Libros libres"", en la que cualquier asistente puede tomar uno de los tantos libros que estan a disposicion para leerlo en el bar, en el patio o simplemente llevarselo, sin necesidad de devolverlo. A cuatro cuadras de Cabildo y una de Cramer, este espacio alberga cada semana&nbsp;diferentes eventos culturales y comunitarios. Mientras tanto, el bar trabaja con su propuesta diariamente, de 9 a 20 h.&nbsp;"
166	Mercado del Progreso	https://disfrutemosba.buenosaires.gob.ar/lugares/mercado-del-progreso	NULL	NULL	Mercados y Ferias	Caballito	Av. Rivadavia 5430, C1424CEW CABA, Argentina	NULL
168	EL Cultural San Martin	https://disfrutemosba.buenosaires.gob.ar/lugares/el-cultural-san-martin	NULL	NULL	Espectaculos	Montserrat	Sarmiento 1551, C1042 ABC, Buenos Aires, Argentina	NULL
197	CC 25 de Mayo	https://disfrutemosba.buenosaires.gob.ar/lugares/cc-25-de-mayo	NULL	NULL	Espectaculos	Villa Urquiza	Av Triunvirato 4444, C1431FBU CABA, Argentina	NULL
198	Planetario Galileo Galilei	https://disfrutemosba.buenosaires.gob.ar/lugares/planetario-galileo-galilei	{'Viernes', 'Domingo', 'Miercoles', 'Martes', 'Sabado', 'Jueves'}	{'09:30 a 17:00', '12:00 a 19:30'}	Patrimonio	Palermo	Av. Sarmiento s/n, C1425 CABA, Argentina	El Planetario es el principal centro de divulgacion de astronomia de la ciudad. Cuenta con una sala de proyeccion semiesferica con trescientas sesenta butacas reclinables y una cupula de veinte metros de diametro donde se reproducen cerca de 8.900 estrellas, planetas y satelites del universo, gracias a un imponente equipo (unico en Latinoamerica) que contiene seis proyectores Sky-Skan con resolucion 8K, lo que indica que el domo contiene 38 millones de pixeles.Su edificio de cinco pisos tambien cuenta con un museo y una pequena sala de proyeccion secundaria, ademas de albergar una coleccion de meteoritos provenientes del norte argentino. En el lago adyacente se encuentra la escultura Sorprendida, del italiano Nicolas A. Ferrari y, a pocos metros, un monolito evocativo del sabio polaco Nicolas Copernico.Visitas guiadas del sabado 16 al domingo 31 de julio.Lunes miercoles y viernes&nbsp; 11 h.Sabados y domingos 10 y 11 h.TELESCOPIOS del sabado 16 al domingo 31 de julio.Actividad gratuita con cupo de 250 observadores&nbsp;Miercoles, sabados y domingos al anochecer.
219	Buenos Aires Market	https://disfrutemosba.buenosaires.gob.ar/lugares/buenos-aires-market	NULL	NULL	NULL	NULL	NULL	Vuelve la feria “Buenos Aires Market” para perfumar Villa Urquiza con aromas de los platos mas ricos para disfrutar en su Patio de Comidas. Ademas, en el Mercado de Productores tendras una enorme variedad de productos para tus compras de la semana.En el patio de comidas hay opciones para todos los paladares: paella, hamburguesas, rabas, tortillas, crepes, arepas, tequenos, shawarma, carnes braseadas, langostinos al ajillo, helados, licuados, cafe de especialidad, patisserie, picadas, cocina vegana y opciones sin tacc, entre otras propuestas. En el mercado, directo de los productores, podes encontrar quesos, embutidos, mermeladas, dulces regionales, infusiones, panificados, chocolates, hongos, conservas, mieles, especias, aderezos, productos de bazar y mucho mas.Sabado 30 y domingo 31 de julio | 10 a 18hPlaza Echeverria (Pedro Rivera y Av. Triunvirato, CABA)Entrada gratuita+ info en instagram.com/bsasmarket
239	OTBA en Usina del Arte	https://disfrutemosba.buenosaires.gob.ar/lugares/otba-en-usina-del-arte	NULL	NULL	Museos y Galerias	NULL	NULL	El viernes 5 de agosto La Orquesta del Tango de Buenos Aires dara un nuevo concierto con un repertorio especial de clasicos del tango. Canta Lautaro Mazza y la conduccion estara a cargo de la periodista y locutora Mariana Fossati. Dirige a la Orquesta los Mtros. Nestor Marconi y. Juan Carlos Cuacci.Viernes 5 de agosto | 20hUsina del Arte | Agustin R Caffarena 1, Esq. Pedro de MendozaEntradas gratuitas | disponibles desde el 2 de agosto haciendo click aca--------------------------------------------La Orquesta del Tango de Buenos Aires nacio en 1980. Esta dirigida por los Maestros Nestor Marconi y Juan Carlos Cuacci. Premios: Disco de Oro por En vivo en el Colon (2001), Diploma al Merito Fundacion Konex como Conjunto de Tango (1995 y 2005). Nominaciones a los Grammy Latinos 2011 por sus trabajos 30 Anos. Nominaciones a los Grammy Latinos 2011 por sus trabajos 30 anos y Homenaje a Catulo Castillo y Anibal Troilo; Grammy Latino como Mejor album de tango 2015 y el Premio Carlos Gardel, como Mejor album de orquesta instrumental 2016, ambos reconocimientos por Homenaje a Astor Piazzolla, su ultimo trabajo editado.
271	Estacion Retiro	https://disfrutemosba.buenosaires.gob.ar/lugares/estacion-retiro	NULL	NULL	Transporte	Retiro	Av. Dr. Jose Maria Ramos Mejia 1430, C1104 CABA, Argentina	NULL
291	Torneo de Beatbox	https://disfrutemosba.buenosaires.gob.ar/lugares/torneo-de-beatbox	NULL	NULL	Espectaculos	NULL	NULL	¡Llega una nuva edicion del Duelo de parlantes! Un Torneo organizado por Beatbox Argentina. Los participantes mediran su talento en dos fechas imperdibles. El beatbox, cuya traduccion significa “caja de ritmos”, es una disciplina en la que se usa la boca y los labios para producir ritmos y sonidos musicales, generalmente de instrumentos de percusion como bateria, bombo, caja y platillos.&nbsp;El beatboxing permite crear un patron ritmico para rapear arriba sin necesidad de tener un reproductor musical. Su vinculacion con la cultura hip hop viene desde los anos 80, aunque la percusion vocal es un arte muy antiguo.Domingo 24 de julio&nbsp;| Duelo de parlantes 5° edicion | 15 h | Patio del AljibeDomingo 21 de agosto | Duelo de parlantes 6º edicion | 15 h | Patio del AljibeEntrada gratuita. Se reprograma por lluvia&nbsp;&nbsp;
299	Puerto Madero	https://disfrutemosba.buenosaires.gob.ar/lugares/puerto-madero	NULL	NULL	Parques y Plazas	Puerto Madero	Puerto Madero, CABA, Argentina	NULL
305	Av de Mayo	https://disfrutemosba.buenosaires.gob.ar/lugares/av-de-mayo	NULL	NULL	Parques y Plazas	Montserrat	Av. de Mayo & Bolivar, C1059 CABA, Argentina	NULL
315	Facultad de derecho	https://disfrutemosba.buenosaires.gob.ar/lugares/facultad-de-derecho	NULL	NULL	Espectaculos	Recoleta	Av. Pres. Figueroa Alcorta 2263, C1425CKB CABA, Argentina	NULL
